Index,node_1,node_2,matched_peaks,total_peaks,matching_score,rt_gap,mz_gap,status,Fragnotation,All_annotations
242,242,242,,,,0.0,0.0,singleton,,0.0
243,243,243,,,,0.0,0.0,singleton,,0.0
244,244,244,,,,0.0,0.0,singleton,,0.0
245,245,245,,,,0.0,0.0,singleton,,0.0
246,246,246,,,,0.0,0.0,singleton,,0.0
247,247,247,,,,0.0,0.0,singleton,,0.0
248,248,248,,,,0.0,0.0,singleton,,0.0
249,249,249,,,,0.0,0.0,singleton,,0.0
250,250,250,,,,0.0,0.0,singleton,,0.0
251,251,251,,,,0.0,0.0,singleton,,0.0
252,252,252,,,,0.0,0.0,singleton,,0.0
253,253,253,,,,0.0,0.0,singleton,,0.0
254,254,254,,,,0.0,0.0,singleton,,0.0
255,255,255,,,,0.0,0.0,singleton,,0.0
256,256,256,,,,0.0,0.0,singleton,,0.0
257,257,257,,,,0.0,0.0,singleton,,0.0
