Index,feature_id,mz,rt,TIC,charge,status
192,1669.0,404.3363,334.559,35360000.0,1.0,precursor
193,1670.0,185.1532,334.559,66700000.0,1.0,fragment
194,1672.0,684.2054,498.944,22574000.0,1.0,singleton
195,1673.0,790.6383,334.559,68900000.0,1.0,precursor
196,1674.0,369.2987,294.8,39340000.0,1.0,singleton
197,1675.0,167.1427,334.559,23170000.0,1.0,fragment
198,1676.0,795.5936,334.559,14242000.0,1.0,precursor
199,1677.0,612.1837,475.85,22931000.0,1.0,singleton
200,1678.0,536.1663,457.12,42900000.0,1.0,singleton
201,1679.0,409.2912,333.273,5861000.0,1.0,fragment
202,1681.0,203.1638,334.559,10941000.0,1.0,fragment
203,1683.0,432.3684,338.518,1677000.0,1.0,precursor
204,1684.0,373.295,321.318,7472000.0,1.0,precursor
205,1685.0,773.6117,334.559,10866000.0,1.0,precursor
206,1687.0,1203.8782,334.559,9104000.0,1.0,precursor
207,1689.0,908.2591,486.654,448200.0,1.0,singleton
208,1690.0,149.1325,354.98,3862000.0,1.0,singleton
209,1691.0,390.3218,321.389,6670000.0,1.0,precursor
210,1692.0,395.2762,321.51,1588000.0,1.0,singleton
211,1695.0,418.3531,321.318,738000.0,1.0,singleton
212,1696.0,425.2652,334.559,401000.0,1.0,singleton
213,1697.0,817.5751,334.559,2163600.0,1.0,fragment
214,1699.0,539.1632,457.529,3565000.0,1.0,singleton
215,1702.0,980.2778,461.698,7051000.0,1.0,singleton
216,1704.0,246.2428,158.114,3489000.0,1.0,singleton
217,1707.0,226.18,344.197,5432000.0,1.0,precursor
218,1708.0,273.9169,505.9,2063700.0,1.0,singleton
219,1709.0,223.9885,505.368,4405300.0,1.0,singleton
220,1710.0,850.2527,455.187,8587000.0,1.0,singleton
221,1711.0,314.9445,506.011,3733200.0,1.0,singleton
222,1712.0,811.5654,334.559,1029300.0,1.0,singleton
223,1713.0,226.0128,504.845,6147800.0,1.0,precursor
224,1714.0,615.1817,475.441,372000.0,1.0,singleton
225,1716.0,638.2164,475.701,85500.0,1.0,singleton
226,1717.0,852.2445,455.107,3346400.0,1.0,singleton
227,1718.0,1225.8608,337.555,3102000.0,1.0,singleton
228,1719.0,171.1384,254.352,1024700.0,1.0,singleton
229,1721.0,876.8033,503.701,1725900.0,1.0,singleton
230,1722.0,947.2875,486.043,114000.0,1.0,singleton
231,1723.0,854.2307,456.706,3873000.0,1.0,singleton
232,1727.0,181.015,504.862,953900.0,1.0,precursor
233,1729.0,154.9903,513.105,1448300.0,1.0,singleton
234,1730.0,924.2711,472.327,12794000.0,1.0,singleton
235,1731.0,712.2349,498.878,181000.0,1.0,singleton
236,1736.0,296.9712,505.495,488900.0,1.0,singleton
237,1737.0,299.9127,512.66,1016500.0,1.0,singleton
238,1742.0,656.2266,399.791,69000.0,1.0,singleton
239,1748.0,214.9177,505.598,169400.0,1.0,fragment
240,1749.0,282.9103,507.967,1051200.0,1.0,singleton
241,1750.0,329.2454,299.099,299400.0,1.0,singleton
242,1752.0,582.2076,370.621,55300.0,1.0,singleton
243,1753.0,241.0684,100.4,71200.0,1.0,singleton
244,1755.0,730.2456,422.41,110100.0,1.0,singleton
245,1756.0,290.2693,198.89,432300.0,1.0,singleton
246,1757.0,760.237,476.953,546600.0,1.0,singleton
247,1758.0,412.3273,232.693,285900.0,1.0,singleton
248,1759.0,690.2,498.762,411300.0,1.0,singleton
249,1760.0,663.4546,483.028,1169500.0,1.0,fragment
250,1761.0,456.3536,233.678,510500.0,1.0,singleton
251,1765.0,411.2518,284.649,99100.0,1.0,singleton
252,1766.0,262.165,89.327,117000.0,1.0,singleton
253,1767.0,194.1177,158.107,959400.0,1.0,singleton
254,1771.0,167.013,218.311,1939700.0,1.0,singleton
255,1775.0,616.1792,476.097,183900.0,1.0,singleton
256,1776.0,504.3605,414.529,118300.0,1.0,singleton
257,1777.0,1021.3066,443.428,49500.0,1.0,singleton
258,1781.0,184.9856,316.622,2072200.0,1.0,precursor
259,1782.0,125.9864,40.48,2863000.0,1.0,fragment
260,1783.0,1021.3051,460.749,104000.0,1.0,singleton
261,1786.0,318.3007,197.799,276400.0,1.0,singleton
262,1788.0,153.1271,321.318,332900.0,1.0,fragment
263,1789.0,267.1719,263.99,2156000.0,1.0,singleton
264,1790.0,158.1541,504.321,728100.0,1.0,singleton
265,1793.0,195.1745,175.848,1223000.0,1.0,precursor
266,1794.0,424.3633,322.886,285700.0,1.0,singleton
267,1795.0,432.2424,299.082,353700.0,1.0,singleton
268,1796.0,194.1173,287.68,687500.0,1.0,singleton
269,1797.0,167.0129,37.404,766700.0,1.0,precursor
270,1798.0,1023.3044,460.938,112400.0,1.0,singleton
271,1800.0,124.0874,504.937,2008500.0,1.0,singleton
272,1801.0,409.2926,376.28,127400.0,1.0,singleton
273,1803.0,500.3802,235.031,463500.0,1.0,singleton
274,1804.0,380.3358,322.843,299200.0,1.0,singleton
275,1805.0,541.1622,457.269,463300.0,1.0,singleton
276,1808.0,880.2613,456.89,90900.0,1.0,singleton
277,1809.0,336.3096,310.302,272900.0,1.0,singleton
278,1810.0,381.2611,300.474,101000.0,1.0,singleton
279,1813.0,686.2182,458.63,680200.0,1.0,singleton
280,1814.0,624.2001,475.415,75900.0,1.0,singleton
281,1815.0,468.39,318.096,422200.0,1.0,singleton
282,1817.0,182.9853,33.571,860800.0,1.0,singleton
283,1818.0,512.4163,317.535,351100.0,1.0,singleton
284,1820.0,345.2635,283.071,280000.0,1.0,singleton
285,1821.0,371.1013,370.248,999600.0,1.0,fragment
286,1822.0,564.1962,457.568,185100.0,1.0,singleton
287,1823.0,251.1853,95.111,415200.0,1.0,singleton
288,1824.0,399.2508,283.169,2680000.0,1.0,singleton
289,1827.0,327.0782,261.514,802900.0,1.0,singleton
290,1829.0,139.9879,271.07,239500.0,1.0,singleton
291,1830.0,409.2928,406.359,142800.0,1.0,singleton
292,1831.0,482.405,337.058,456300.0,1.0,singleton
293,1835.0,368.301,231.083,170500.0,1.0,singleton
294,1839.0,139.988,307.804,209400.0,1.0,fragment
295,1840.0,376.0606,209.36,69500.0,1.0,singleton
296,1843.0,158.9615,161.59,586100.0,1.0,singleton
297,1845.0,417.2606,316.806,515400.0,1.0,singleton
298,1849.0,631.1164,475.885,116900.0,1.0,singleton
299,1850.0,416.3737,409.061,58900.0,1.0,singleton
300,1851.0,817.1928,457.578,658400.0,1.0,singleton
301,1853.0,125.9865,326.046,924300.0,1.0,fragment
302,1854.0,411.094,293.192,149200.0,1.0,singleton
303,1855.0,1021.3062,504.543,76100.0,1.0,singleton
304,1856.0,370.2723,299.082,196800.0,1.0,singleton
305,1858.0,557.1749,370.151,401700.0,1.0,singleton
306,1861.0,139.988,364.634,196600.0,1.0,singleton
307,1862.0,707.1681,422.666,1023600.0,1.0,singleton
308,1863.0,698.2202,499.322,74600.0,1.0,singleton
309,1864.0,211.1694,120.967,1293300.0,1.0,precursor
310,1865.0,239.1496,504.429,74300.0,1.0,singleton
311,1868.0,362.2901,281.961,194100.0,1.0,singleton
312,1869.0,186.981,272.64,388300.0,1.0,singleton
313,1870.0,568.1921,411.003,1784100.0,1.0,singleton
314,1871.0,723.1433,422.411,168100.0,1.0,singleton
315,1873.0,834.2222,485.338,9028000.0,1.0,singleton
316,1874.0,790.2506,466.064,6602600.0,1.0,precursor
317,1875.0,894.1871,478.144,713900.0,1.0,singleton
318,1877.0,186.9563,39.483,395900.0,1.0,singleton
319,1878.0,595.1619,475.935,73300.0,1.0,singleton
320,1879.0,140.0683,300.148,849800.0,1.0,singleton
321,1880.0,163.1329,101.829,698800.0,1.0,singleton
322,1881.0,163.039,280.668,2414000.0,1.0,singleton
323,1882.0,544.4064,235.829,812200.0,1.0,singleton
324,1883.0,355.0677,475.31,193700.0,1.0,singleton
325,1885.0,1023.3019,504.676,137700.0,1.0,singleton
326,1886.0,404.3373,301.149,26400.0,1.0,singleton
327,1888.0,301.1411,288.535,323700.0,1.0,singleton
328,1890.0,452.3947,363.473,448900.0,1.0,singleton
329,1892.0,575.1055,370.602,107900.0,1.0,singleton
330,1893.0,143.9969,37.989,1047700.0,1.0,fragment
331,1894.0,878.2813,455.227,106200.0,1.0,singleton
332,1895.0,934.2905,487.094,40700.0,1.0,singleton
333,1897.0,281.0516,457.009,58500.0,1.0,singleton
334,1898.0,199.927,13.112,662100.0,1.0,singleton
335,1899.0,436.342,409.284,58900.0,1.0,singleton
336,1900.0,496.4211,357.817,181200.0,1.0,singleton
337,1901.0,221.1537,255.448,229200.0,1.0,fragment
338,1902.0,267.1568,100.107,75700.0,1.0,singleton
339,1903.0,199.988,31.701,258700.0,1.0,precursor
340,1905.0,304.2999,244.898,268700.0,1.0,singleton
341,1907.0,264.1443,99.688,13200.0,1.0,singleton
342,1910.0,171.1492,165.18,201600.0,1.0,singleton
343,1911.0,171.1491,283.195,203300.0,1.0,singleton
344,1912.0,197.9265,13.208,323800.0,1.0,singleton
345,1913.0,171.1493,305.116,198900.0,1.0,singleton
346,1914.0,537.1497,370.353,1790300.0,1.0,precursor
347,1915.0,167.0129,372.182,225200.0,1.0,singleton
348,1916.0,258.2429,175.994,49200.0,1.0,singleton
349,1919.0,248.1493,89.316,19100.0,1.0,singleton
350,1923.0,273.1673,95.965,141500.0,1.0,singleton
351,1925.0,480.1577,369.725,344100.0,1.0,singleton
