row ID,row m/z,row retention time,POS_Cas11.mzXML Peak area,POS_Cas13.mzXML Peak area,POS_Cas24.mzXML Peak area,POS_Cas3.mzXML Peak area,POS_Cas4.mzXML Peak area,POS_Cas5.mzXML Peak area,POS_Cas6.mzXML Peak area,POS_Extrait2hexane.mzXML Peak area,POS_YSBlanc_MSMS.mzXML Peak area,POS_YSC4-512CCP6P_MSMS.mzXML Peak area,POS_YSC410MCP6P_MSMS.mzXML Peak area,POS_YSC511MCP6P_MSMS.mzXML Peak area,
2064,668.5659713745117,35.85545833333333,1.510424488999995E7,2.6012973053437386E7,1.2776841035125E8,0,0,0,0,5.470246557218753E7,0,0,0,0,
2065,190.0496826171875,12.517999999999999,7618081.289093754,1.8554776929293752E8,0,0,0,0,0,0,0,0,0,0,
2066,183.57789916992186,20.746183333333327,5373197.830312423,1.534631645156233E7,0,1.2979924183124965E7,1.5346664761874868E7,5911403.637187516,3998263.077499945,0,1.0105013164999964E7,3.603230221093766E7,3.2798016563750062E7,1.4646992001562523E7,
2067,464.2638005777995,22.644555555555556,4467742.080937619,0,0,0,0,6442968.933164087,4.716652317499995E7,4.5266857914062425E7,0,5457315.529062395,0,9.344353430812494E7,
2068,393.1879577636719,18.187666666666665,6035341.244375005,0,0,0,0,0,0,0,0,0,0,0,
2069,273.18351714657297,14.773745833333333,6129748.447062496,3.263143669318757E7,0,0,0,0,0,0,0,2.640236051964062E8,0,3.2518180516343683E8,
2070,248.0585189111456,29.091916666666666,4920519.097500047,7065469.453984439,2.0317691821875103E7,0,7782179.709921843,0,4538672.36406247,6950626.058593747,0,0,0,0,
2071,166.0860595703125,15.368341666666666,6335639.513937482,0,0,0,0,0,0,0,1.3841350870250015E7,0,0,0,
2072,508.18772670200894,29.098285714285716,5039369.884687466,0,2.9580652146562584E7,6271959.114687532,9054937.11187495,6866182.418437459,8467841.0834375,8256784.857499923,0,0,0,0,
2073,767.6858520507812,32.50116666666666,3947347.437500005,0,0,0,0,0,0,0,0,0,0,0,
2074,145.10101699829102,15.340654166666667,3890201.622937489,1.178867536681245E7,0,0,0,0,0,0,0,6233924.604781213,0,7575761.312218776,
2075,371.27802670758297,20.569833333333335,3310067.0824999325,3.3266620065644473E7,0,0,0,0,0,0,0,0,0,0,
2076,277.1065940559104,15.180883333333334,1.08211862766563E7,0,0,0,0,0,5.51927278785E7,0,0,9581728.763062518,0,2.0468295295254405E9,
2077,589.3723625154531,19.471541666666667,3399544.860937558,0,0,0,0,0,0,6003144.077851539,0,4.228178022843741E7,0,2.2596474444375016E7,
2078,295.2262242655364,23.762700000000002,3402606.264999962,1.6682849323945314E7,0,3.8627360145248275E9,2.5791785873932133E9,7076352.162187567,1.0118768213662465E9,1.205214356384998E9,0,9187881.534999674,1.125510379581252E8,1.2604706007375018E8,
2079,303.1797441755022,17.276857142857143,6721418.720625022,6909299.834062621,1.176360912062494E7,3.2013273259687547E7,7158324.277500103,7721396.547187424,1.4116825946875015E7,0,0,0,0,0,
2080,445.3300691284885,19.63,5776507.16531227,4545566.784375054,0,0,0,0,0,0,0,0,0,4.752608889218744E7,
2081,496.3844909667969,29.883166666666668,4611705.683750005,0,0,0,0,0,0,0,0,0,0,0,
2082,371.27630615234375,26.692416666666666,5495800.6074999925,1.349492507187499E7,0,0,0,0,0,0,0,0,0,0,
2083,702.3222045898438,14.137583333333334,6524394.399312488,0,0,0,0,0,0,0,0,0,0,0,
2084,291.12218017578124,16.411953333333333,5289229.941968576,6011330.832499943,0,0,0,0,6327556.959156253,0,0,1.21548293889065E7,0,2.0228495362437323E7,
2085,221.1321563720703,16.013975000000002,3475526.8936251043,0,0,0,0,0,0,0,0,0,0,1.5430319683437338E7,
2086,329.2315673828125,16.10278333333333,4592499.753093641,6568061.454500163,0,0,0,0,0,0,0,0,0,0,
2087,578.2747192382812,20.216583333333332,3868611.7987500313,0,0,0,0,8679682.89281245,2.8000517845312558E7,2.414437625624991E7,0,0,0,0,
2088,309.2053607467457,15.863727777777777,5695609.040437549,7.916550501650028E7,0,4.3367530216190493E8,0,0,0,0,0,2.733793175634378E7,7884031.29087501,3.2116477646281224E8,
2089,303.2886010690021,31.24223333333333,6327257.776874861,0,4.6314439621874936E7,1.5860079389687736E7,3.0796286924062572E7,3.0106868623124987E8,1.9778330318312517E8,3.6629360237500034E7,0,4227595.39968756,1.0388146403124973E7,4269923.878124989,
2090,427.2836185031467,31.84883333333333,4029927.455312562,5536412.540312395,0,1.1297112537562521E8,4.221634406175017E8,1.7673745388000053E8,5.647570520737491E8,1.2800716183356247E9,0,1.9936158383249992E8,0,7.302594304749994E8,
2091,195.13768056068048,19.336166666666667,5192008.255312511,0,0,0,0,1.5284865681874974E7,4.401377896062518E7,7546854.716249834,0,0,0,4343977.076562374,
2092,450.37786865234375,30.631500000000003,4608039.438124953,0,0,0,0,0,0,0,0,0,0,0,
2093,385.1847686767578,16.122275000000002,4234326.988250063,5.0351879682000205E7,0,0,0,0,0,0,0,0,0,0,
2094,272.2661190805348,2.961083333333333,6870683.590687501,5.760267109776424E8,7.199892411455548E8,7.518260210925938E8,7.309301541034716E8,6.988561976214632E8,7.223423944073822E8,6.133719101599371E8,1.6356335902244725E9,1.1795686523858125E9,1.3136238182041864E9,1.5935365837031898E9,
2095,202.2162909248878,17.683766666666667,3909336.0284375013,4908145.804062629,6.182148695374982E7,4219363.508437502,7003176.016035166,4315435.091562546,4554029.25562503,0,0,2.8643641444374975E7,1.273795550281249E7,2.265506675124999E7,
2096,477.24732054781833,16.192244444444444,4233025.089093731,2.6244248836049962E8,0,0,0,0,0,0,0,0,0,1.8114345861035925E8,
2097,235.16889382835896,3.3720738095238096,4307281.358124999,1460807.5810390655,1171723.705093752,1.0778676269726565E7,1.1191280124281254E7,9.669692035125608E8,0,1995515.5572500022,0,0,0,0,
2098,496.4200047159764,31.063190476190474,3760273.997499725,1.3488673505546931E7,6.060607315312485E7,0,0,0,0,7.288568655937503E7,0,2.920767226515632E7,2.2196144744609714E7,3.400438789937493E7,
2099,571.3103942871094,23.820999999999998,5514050.014687449,0,0,0,0,0,0,0,0,0,0,6.151925348493747E8,
2100,455.1916198730469,19.601916666666668,5034082.561249835,1.679681561625001E7,0,0,0,0,0,0,0,0,0,0,
2101,285.2418804849661,26.579633333333334,6596265.908437387,4.6742942569808596E8,0,0,0,3.0109296103750076E7,2.3165588384624976E8,1.1851094188749786E7,0,0,0,0,
2102,712.2325352260044,36.97271428571429,1.2292974678125573E7,0,1.2257152127124983E8,1.5254143123750058E8,6.52894666393752E7,1.4679462604625043E8,4.620017075343726E7,7.045581923375042E7,0,0,0,0,
2103,473.3437639837959,28.186119047619048,5206359.191874869,5693549.716757882,3.8987893148749925E7,0,0,0,0,6.5589676483125135E7,0,1.5883683635624716E7,1.2167940280312564E7,1.923053998906264E7,
2104,295.1170654296875,6.611483333333333,1.3451271844156252E7,0,0,0,0,0,8858698.984906267,0,0,0,0,4.7911749007156245E7,
2105,309.2265625,13.64631,9287111.88493746,4.98970874595E7,7.785787313081256E7,0,0,0,0,6.92812833201875E7,5.6085523245718755E7,0,0,0,
2106,337.16363581066935,17.28055833333333,9376585.223406205,0,0,0,0,0,0,8.27345582280117E7,0,5307630.683062503,4.475518626976568E7,0,
2107,250.1429901123047,16.892166666666668,3603888.294062556,0,2.3952566482499853E7,0,0,0,0,0,0,0,0,0,
2108,333.1695134623782,21.60458333333333,6006045.8684374485,0,0,0,0,0,7.536353065406266E7,0,0,0,0,0,
2109,546.2801906476702,16.770216666666666,5387444.112499982,3400491.5543748667,7329368.004375077,4784866.044374953,9059007.305937422,8494375.914999997,1.1081112189375056E7,1.1170411296562603E7,0,8102610.138656275,0,8927583.86268745,
2110,224.11657206217447,14.136061111111111,3936811.279750022,0,0,0,0,0,0,0,0,2.554252805525005E7,0,7.102631428168745E7,
2111,323.184540335056,22.812833333333334,4675281.384374955,0,0,0,0,0,0,0,0,0,0,7.593717737273464E7,
2112,195.13772171958527,16.834566666666667,4050826.834156267,0,0,1.2096595296364468E8,0,3.142267434897662E8,1.3211901668507795E8,0,0,0,0,0,
2113,309.2054349539013,20.970425925925927,6547779.410312458,1.1166903119687513E7,0,4.142032331124987E7,2.921578539453516E8,1.3283113393437408E7,9.238954850559359E8,9.533449678086741E8,0,4.3175811351796955E7,0,2.5711812337593725E8,
2114,503.2995300292969,24.935,4798484.151875038,0,0,0,0,0,0,0,0,0,0,0,
2115,361.1271894118365,16.78575,4101838.462187288,0,0,0,0,0,0,0,0,0,1.2122948252554763E7,0,
2116,172.1522990532065,10.10281875,3.6482085436906226E7,2.2617133933957853E9,2.3873299216500587E9,2.209598385047904E9,2.3065190103392797E9,2.226623621291222E9,1.9382192950453722E9,1.9904356738957577E9,0,0,0,0,
2117,219.17402012739817,20.361783333333335,9523314.105937554,1.5543878296519503E8,0,0,5345910.631249961,4.07491748721876E7,2.069368248460939E8,1.4047703650937498E7,4.303284338664069E8,9.566766950750004E7,1.3020551291875167E7,5.317024559749999E8,
2118,145.03509688235798,5.053958333333333,1.4804839854125002E7,1.1292887332843741E7,1.1825332045124993E7,1.3507014533524523E9,1.3994192697906235E7,1.184380064095777E9,1.9417058329718724E7,1.7868323456343755E7,0,0,0,0,
2119,255.15757808168044,19.512486111111112,9741631.122187374,4093349.4346875455,4.465245280578906E8,2.4764053951781276E8,2.9062406632390624E8,7255989.3921873905,2.0364738737812493E7,6996010.935000148,9932033.874062536,1.9612613901562493E7,7582587.254062577,3104560.3643750376,
2120,212.16416043458983,15.98951875,7856398.466593801,5325731.618687457,1.2341916056062529E7,0,0,7195256.378687426,2.0930721096144464E7,0,0,1.2269025114875063E7,4304547.993687528,2.7982135394999914E7,
2121,251.12678612603082,21.357277777777778,5592803.328124902,0,0,5.589740505312473E7,1.2059017859937494E8,1.5776120214899983E9,4.54765573611875E8,8.879932707687521E7,0,5.220528921312556E7,7.659737196437474E7,1.0214424057187463E8,
2122,151.11153063223512,18.471600000000002,5247777.87531258,0,0,4888052.722187361,9.127535996125044E7,5.620906344431236E8,2.0793194810374815E7,4963243.015624974,0,1.9395722935956295E9,4.292141431000008E7,3.217625386057505E9,
2123,247.1325454414789,18.871940000000002,8126006.661781204,0,0,0,2.1317693017243176E9,0,9.611757047952759E8,0,0,3.48399055350578E8,0,1.4033805558744075E9,
2124,367.1986632986167,14.404933333333332,4748990.838093792,0,0,0,0,8097347.910287102,0,0,0,0,0,0,
2125,502.497449211564,35.42930952380952,2.401752787281283E7,0,5.7984145445156164E7,0,0,0,0,1.4217709449374966E7,7.724428804511724E7,9.801119114773461E7,2.0740698450984535E8,1.9432225279749995E8,
2126,249.18442597975536,24.870466666666665,6055690.737499823,1.2497389083437532E7,4003367.904062515,7571969.845312481,1.3178165795351623E7,0,0,1.0282642217109438E7,5576867.503124891,6.447023660468752E7,3.398761509124989E7,2.425583194124993E7,
2127,391.0840835571289,9.196529166666666,6759268.0368124815,1.2223772193281304E7,0,0,0,0,0,0,0,7.856093442668755E7,2.412964953818746E7,0,
2128,788.6081909179687,29.5649,9909028.62812483,3.2928483728124954E7,6.118370507837505E8,0,0,0,8315763.788437527,2.867884446637495E8,0,0,0,0,
2129,194.0811004638672,14.701416666666667,7154960.512562527,0,0,0,0,0,0,0,0,0,0,0,
2130,323.148112862706,16.539545833333335,6651743.755656455,0,0,0,0,3279769.68546873,2.964301065800394E7,0,0,0,4.691857577189072E7,0,
2131,331.1897279496143,18.959444444444443,4294412.113749986,0,0,0,0,0,0,0,0,1.9363158001015723E7,0,1.6470987398578143E8,
2132,463.3028935519132,27.264277777777778,7270025.57718738,6.444022768087494E8,0,0,0,0,0,7.664583666156232E7,0,1.2831456403750107E7,1.2232348180898452E7,2.1764186765000124E7,
2133,213.1845245361328,19.78488888888889,5549651.071250007,0,0,0,0,0,0,0,0,4112415.222499854,0,9.88925457325001E7,
2134,531.294677734375,25.911333333333335,9934928.97750009,0,0,0,0,0,0,0,0,0,0,0,
2135,445.2212768554688,22.815333333333335,4087456.845312547,0,0,0,0,0,1.155068608406245E7,3481937.214687498,0,1.1687346720624818E7,0,1.1258002915312524E8,
2136,295.26272218499344,0.5309071428571429,3997613.056125,1288371.2008593727,2538010.211750003,5.735261148599997E7,2.151787592062501E7,0,4.9525186159374975E7,2516257.789843758,0,0,0,0,
2137,231.13765716247323,19.229816666666668,8247731.456718809,7.046605017881262E7,0,0,1.2689222987346945E10,7.363983476354041E8,3.8888492424888306E9,2.756264128796677E8,0,2.63691378483656E8,0,1.5127506664999932E7,
2138,321.205392952569,15.3040375,5526644.9881874835,2.3561393120093726E7,0,0,0,0,0,0,0,1.5596480073914874E8,0,2.5052962100660875E8,
2139,277.1422932942708,16.896833333333333,3204360.602812386,0,0,0,1.0357174497500077E7,0,0,0,0,8963451.541249966,0,0,
2140,294.2421215622571,29.642458333333334,4642445.480000024,0,1.0220753751367195E7,7969309.090937482,0,0,0,9203586.143750003,6.278660050999983E7,5.773807671875054E7,5.895239967562518E7,6.244234310531288E7,
2141,174.14859008789062,21.964499999999997,4971852.00312489,0,0,0,0,0,0,0,0,0,0,0,
2142,315.6435432434082,20.392229166666667,3506357.116249881,4110813.299687622,7071881.902500136,1.1448201123124946E7,9587375.46562495,1.1129962061562436E7,9753913.094374863,3891324.10687498,0,0,0,0,
2143,367.26849975585935,15.061079999999999,8381707.995687537,2.1391676891187523E7,4.915755757412504E7,0,0,0,0,5.008248304078127E7,4.642471458118746E7,0,0,0,
2144,403.1743621826172,18.18444444444444,5734262.692500034,5725335.687187501,0,0,0,0,0,0,0,0,3.154042301906245E7,0,
2145,200.23702862442514,20.940314814814812,3585646.0390624786,7225651.084765647,0,3954406.266250134,6139630.123554697,5523585.885625053,4149614.8649999253,0,0,2.463759786406237E7,1.6314884718124965E7,1.8071906664999954E7,
2146,372.31048583984375,25.907833333333333,4319536.08312495,0,0,0,0,0,0,0,0,0,0,0,
2147,442.3024368286133,28.593083333333333,4210858.533124985,0,0,0,0,0,0,5.1453797343750045E7,0,8191002.372499902,0,5.8531928346875094E7,
2148,187.12606040189542,17.644916666666667,1.7066424260625146E7,3.5701129414999835E7,8.361328157788265E8,7.077752489510946E8,7.165766056459374E8,5.341091638599996E8,8.930446598281246E7,5.2341518729937494E8,0,0,0,0,
2149,234.54594571825484,26.40420833333333,3619205.9993750947,5582712.369062382,4.55038994878124E7,0,7557634.338945318,0,0,0,0,0,0,0,
2150,460.2414457174447,23.10186666666667,4526839.350937365,0,0,0,0,0,1.9651804131874893E7,3.281185347593747E7,0,9821407.353125261,0,6.06147241303121E7,
2151,391.2103729248047,23.905291666666667,4600219.432500097,0,4574899.311562438,0,0,0,1.6960957647499952E7,0,0,0,0,993273.5012498847,
2152,446.32525804307727,30.86111111111111,3698500.934999899,1.8486465747499812E7,0,6.502811155262502E8,1.1032130571699975E9,9.796038386181257E8,3.3946439497312534E8,6.640181035187508E8,0,1.3881000238125129E7,0,5.880192708374951E7,
2153,317.26800537109375,27.110666666666667,8082725.42156245,0,0,0,0,0,0,0,0,0,0,0,
2154,301.16204833984375,14.553016666666668,8384711.670781225,0,0,0,0,0,0,0,0,0,0,0,
2155,347.1831868489583,20.741,4140645.448437426,0,0,0,0,3493134.6162499893,4.937179812031234E7,0,0,0,0,0,
2156,615.4799194335938,35.100791666666666,9647180.597812343,1.595161140937508E7,2.1982401497937644E8,0,0,0,0,1.1263784199562532E8,0,0,0,0,
2157,443.2421064735751,23.965708333333332,6972507.995937511,0,0,0,0,0,0,1.1378187860859262E7,0,3667256.8948438508,0,8233899.959062271,
2158,512.4151000976562,27.25075,6609079.29468755,1.3632478096562501E7,1.0307984596999995E8,0,0,0,0,1.0003697140468755E8,9137594.984062536,3.926512942312512E7,2.4276744005000092E7,3.531953986125001E7,
2159,165.05480172399237,13.870383333333331,6302071.713531192,0,0,0,0,0,0,0,0,1.2451203228939068E8,5.40841615095563E8,0,
2160,246.24238031560725,17.56489393939394,3868901.4306250624,7591502.354062554,3.1873105309124976E8,4139546.8787500425,0,1.1728836103750132E7,7569525.28812508,1.6980370726249848E7,5339394.424375194,8.523919872437511E7,4.710230065718762E7,7.114857193124993E7,
2161,335.18455683545614,26.669055555555556,3843183.65093739,0,0,0,0,0,0,0,0,3.2411613066093784E7,0,7205475.108828057,
2162,695.3751640319824,25.43972916666667,3279537.956249968,0,0,5.666088047075009E8,6.62551610758123E8,1.5181214191687503E8,2.4756251070625048E7,5.583797334712486E8,0,1.3844029408843705E8,6.0360019517500214E7,0,
2163,313.23641228027765,24.144722222222224,1.1469834936875207E7,0,0,9.113465545328112E7,1.822145259625E7,2.3802224339750123E8,3.365690103054688E8,7.151114541421847E7,0,0,0,0,
2164,277.17773332812885,16.722266666666666,4053870.5011250107,0,0,0,0,0,0,5.702207847306231E7,0,0,6182477.157999964,3.0193583349609442E7,
2165,431.2761338672941,25.297895833333335,3615832.972187475,0,0,1.9902544830625173E7,2.5427297565624896E7,8.320640923437531E7,1.1856522090625614E7,9.306475060859135E7,0,6045431.393750211,0,1202944.4574999795,
2166,354.33596275193406,30.736055555555552,5466329.055312541,9826372.240078237,9823041.360625077,4311027.729921739,0,3.744505082519549E7,0,8595583.96359379,0,1.660236956312494E7,8674124.047499722,2.148533271562486E7,
2167,427.3194646350179,31.23983333333333,4610127.915312541,0,0,0,0,0,2.179849471882812E7,3.1643532785390597E7,0,2.8953990684687838E7,0,5.8523614869374715E7,
2168,254.24753561331937,23.396633333333334,4520828.176562417,0,0,0,0,0,0,0,4.7425605722734493E8,7944006.998749996,1.0218950897499993E7,3.59233338392188E7,
2169,397.0445556640625,9.168425,1.0840433525812555E7,1.2822368280031333E7,0,0,0,0,0,0,0,0,0,0,
2170,503.2613830566406,19.306083333333333,5275313.062812465,2.562512493437504E7,0,0,0,0,0,0,0,1.6009237240937504E8,0,2.1166589366874896E7,
2171,398.25307210286456,19.831166666666665,5574740.222812418,0,0,0,0,0,0,1.368182697000006E7,0,0,2.9827646252499696E7,0,
2172,194.11727142333984,14.996141666666666,6765093.89143756,0,0,0,0,0,0,0,6879344.959531284,0,0,0,
2173,633.4536996785877,28.400733333333335,5859586.351250092,1.2048220673124872E7,4.160697114649987E8,0,0,0,1.18625868662109E7,2.2376809212375036E8,0,0,0,0,
2174,317.20987701416016,23.546541666666666,4419576.190625044,0,0,0,0,5261226.703750055,2.8093440769999955E7,0,0,0,0,8537459.733749937,
2175,384.3464998084659,32.92703030303031,1.5816052339687128E7,1.5147091427499816E7,1.5884420745789084E8,1.377080247373836E8,1.1101386576054657E8,1.007312427282814E8,1.0262943073710966E8,1.2825132498949213E8,0,1.0273532650781093E7,1.1167365832265832E7,3.498798754671849E7,
2176,475.23166075812446,22.644666666666666,1.0683026439374955E7,0,0,0,0,0,0,0,0,0,0,1.0651957564656267E8,
2177,175.0751495361328,14.673820833333334,4805909.696749995,0,0,0,0,0,0,1.4544774368875062E7,0,1.352570683474374E8,0,2.3720560707868743E8,
2178,165.09085556431089,13.088122222222223,1.0250974635875E7,0,0,0,0,0,1.3939637795134795E8,0,0,2.8827094147781182E7,0,0,
2179,293.10103607177734,13.942008333333334,6124595.393218712,0,1.9968564239625E7,0,0,0,0,0,0,0,0,0,
2180,176.07052612304688,16.087416666666666,4781493.30687502,0,0,0,0,0,0,0,0,0,0,0,
2181,355.0034484863281,14.02105,3402215.3272813153,0,0,0,0,0,0,0,0,0,0,0,
2182,326.2684193586904,23.40418518518518,5489711.491249939,2.2181713621132918E7,1.650268623937487E7,2.8929133915937386E7,2.3770369399687346E7,1.8033036098125186E7,3.2451327963828113E7,2.4317572018437568E7,0,0,0,7722979.568750088,
2183,315.1586151123047,15.361333333333334,3638927.9971249695,0,0,0,0,0,0,0,0,0,0,4110187.2965936707,
2184,403.1740423612029,18.02427777777778,4240732.132500097,2.3786478514218803E7,0,0,0,0,0,0,0,0,4.552952887826178E7,0,
2185,436.3986748525547,32.940666666666665,5220026.445937192,6357244.932812796,2.1803278858249998E8,0,1.1534998721796917E7,4.647547046562499E7,1.6047273884312397E8,1.322230641112499E8,0,9297516.121191397,0,1.0258717016835911E7,
2186,263.08860778808594,13.509916666666665,5508032.427375059,0,0,0,0,0,0,0,0,9645751.644312432,0,0,
2187,345.22633870442706,16.220994444444447,5146349.28599999,0,0,0,0,0,0,0,0,2.1173014479687553E7,0,1.0589506295749893E7,
2188,219.17407684067885,17.806693939393938,9376654.219125027,2.4936368461962506E8,0,1.2025469131549644E8,3.00025592274648E8,5.708507508789855E7,6.5125446853804804E7,1.1873883096218742E7,5.70180183585687E8,3.9252951330687475E8,3400187.0070000384,9.938839201831254E8,
2189,169.9771696576116,2.4415708333333335,1.3973386655843768E7,1.2857016319031253E7,0,1.1172502598343734E7,0,0,3.077697481947145E8,0,0,0,0,0,
2190,407.33033243815106,34.88133333333333,4628127.303437491,0,0,0,0,3065772.1996874562,0,4755003.516249971,0,0,0,0,
2191,703.5318298339844,34.229,9885871.427187577,5.087888233593707E7,2.84678862160001E8,0,0,0,0,1.4307288840312532E8,0,0,0,0,
2192,217.15844348787658,15.144963333333333,5494895.053937457,1.7316852219762477E8,0,0,0,0,0,1.7314891422408196E8,0,7452032.099124954,0,1.938157336222499E8,
2193,311.3050422532345,31.62575,4269257.117187399,1.0035199285976555E7,1.4077912740625102E7,0,0,0,0,0,0,7.88142723221873E7,3.413722162187487E7,6.710453218187538E7,
2194,394.318115234375,32.193333333333335,5118125.555000014,0,0,0,0,0,0,9051227.712499967,0,0,0,0,
2195,423.23561096191406,23.377583333333334,3704958.273437549,0,0,0,0,0,0,0,0,0,0,6.73959318112502E7,
2196,205.19485982259116,25.79111111111111,4032858.524687511,0,0,3.029260772312482E7,2.0779238559687406E7,0,0,0,0,0,0,0,
2197,240.08625284830728,11.504205555555556,5031720.098468742,9.031756948206247E7,0,0,0,0,0,0,0,0,3141071.3074375615,0,
2198,305.2105638834747,17.961166666666667,3570274.2456250014,0,0,0,0,0,0,4.579900597304684E7,0,3.382485693812468E7,0,8.731651037859325E7,
2199,758.2199264330154,36.82712962962963,2.2106881471875016E7,0,2.2786576067499927E8,5.0210952195624866E7,4.1563412295E8,0,6.833685084350011E8,1.8899835818250084E8,2.587836517139998E9,2.688432820010474E9,0,1.852857812975007E9,
2200,241.07373809814453,33.060583333333334,3574325.763125199,0,6630407.816874798,0,0,0,0,0,0,0,0,0,
2201,305.1741904325263,21.585583333333332,4198544.486874973,0,0,0,0,0,0,0,0,0,0,1.365303753656259E7,
2202,311.1121826171875,13.778633333333334,3397225.2962812525,0,0,0,0,0,0,0,0,0,0,0,
2203,344.2788304533572,23.30240476190476,4167748.6018748363,0,1.0698406114062492E7,8334136.548749942,4733555.325937599,4774517.134062432,4354195.553437559,3571282.1443749694,0,0,0,0,
2204,173.9848674549776,42.17093333333333,1.709620442593704E7,7569947.1740625715,0,723847.8637496287,1.4511105870703366E7,0,0,1.9961895599726625E7,0,0,0,0,
2205,501.2841491699219,23.0255,4493247.818749888,0,0,0,0,0,0,0,0,0,0,0,
2206,239.1638357374403,19.39,4921966.097499978,0,0,0,0,3140399.9993749456,1.0623919088999994E8,0,0,0,0,1126039.5621874707,
2207,421.2330017089844,25.585666666666665,3991009.5093749217,1.267117404499987E7,0,0,0,0,0,0,0,0,0,0,
2208,329.17403033032946,17.675833333333333,3321024.841562382,0,0,0,0,0,0,0,0,3.585076745140636E7,0,1.2042851646359357E8,
2209,519.294677734375,23.061333333333334,4076957.588749984,0,0,0,0,0,0,0,0,0,0,0,
2210,681.32568359375,22.7025,4017251.7184375795,3215789.517187687,0,0,0,0,0,0,0,0,0,0,
2211,489.39276123046875,37.982499999999995,5853010.381562302,0,0,0,0,0,0,0,0,0,0,0,
2212,186.9559783935547,41.452749999999995,3.0889919625313133E7,1.8008117728437603E7,0,0,0,0,0,0,0,0,0,0,
2213,435.273250579834,24.343062500000002,3708308.4578124727,0,0,5640535.241874983,1.2578298040000083E7,7.010409611562514E7,1.8292296339687508E7,5.4051243105625056E7,0,8837404.70781258,0,4.5172026763124846E7,
2214,582.2061157226562,36.689416666666666,6028280.304999857,1.087668930218728E7,0,0,0,0,0,0,0,0,0,0,
2215,821.5424652099609,38.082,4966701.376562571,0,0,0,7.166658738843729E7,0,0,0,0,0,0,0,
2216,289.1405029296875,12.468608333333332,4218575.698625082,0,0,0,0,0,0,0,0,0,0,4558173.016312468,
2217,172.13301792327943,15.300313888888889,3.405921615378113E7,2.9200948169937417E7,4.4498464410764E8,3.371337583031247E7,3.182702244603128E7,3.3048376126812473E7,2.0201536889890605E8,3.0420244307006246E8,7.182924205133536E8,5.002992015980619E8,6.79982960083124E7,3.979788826453444E8,
2218,670.1818135579427,34.852444444444444,3226811.084062543,0,7262596.788125062,0,0,0,0,0,2.7109340631562304E7,3.618748663687528E7,3.007605310843784E7,7.00078791162497E7,
2219,716.51513671875,23.802,7728448.5659376,1.3898500517500063E7,0,0,0,0,0,0,0,0,0,0,
2220,416.3728886940301,33.73416666666667,4238637.3024998335,0,0,1.4275142834648397E7,0,0,0,0,0,0,0,0,
2221,314.1016075931378,18.963944444444447,4130223.8618750763,9989441.210000098,0,0,0,0,0,0,0,0,6006605.746171856,0,
2222,475.23200555337047,17.299222222222223,4303992.657312585,3.456278612145854E8,0,0,0,0,0,0,0,0,0,2.035796304219375E8,
2223,150.0912341025023,15.499675,5643318.259250006,0,0,0,0,4.36672381475469E7,0,0,0,0,0,0,
2224,311.18464889526365,21.12746666666667,4439812.8087498555,0,0,0,0,0,9085406.707499966,0,0,1.2272054174375108E7,8906069.281875163,6159439.823906198,
2225,288.25266231476314,25.155142857142856,5794209.7996875,8084714.208124943,0,0,1.2682849553125026E7,0,9459417.742968766,0,0,1.2407530172562507E8,3.699718819000005E7,6.534601731312528E7,
2226,306.1692199707031,15.952800000000002,3755480.4973749816,1.1561904820437528E8,0,0,0,0,0,0,0,2.0188334238624886E7,0,3.1925458983968753E7,
2227,473.2882537841797,22.21591666666667,4146633.741562329,0,0,0,0,0,0,0,0,0,0,9866139.00531244,
2228,455.20561545235773,20.156333333333336,4165626.982187467,6079797.754726532,0,0,0,0,0,0,0,0,0,0,
2229,305.1740905007163,23.898907407407407,4095384.015937487,0,0,9.796954995968783E7,1.1697750149937525E8,1.966435065300007E9,2.9518110358312553E8,1.6672835969562447E8,0,2.3101494994437474E8,4.414879561412505E8,1.857591903125004E7,
2230,255.1770782470703,12.924316666666666,2.813247785612487E7,0,0,0,0,0,0,0,0,0,0,0,
2231,240.23180278616113,26.756227272727276,3657091.368750016,5113477.776249892,1.5268089088125153E7,3425564.6140624834,3351925.85593749,3659693.1543750283,3087207.6018749564,8089645.543789147,0,3.275004638375007E7,1.9151705731249902E7,1.83186275839845E7,
2232,435.16461181640625,14.241416666666668,5379749.367562523,0,0,0,0,0,0,0,0,0,0,0,
2233,329.2314453125,15.09175,4791325.106687422,2.085308016893749E7,0,0,0,0,0,0,0,3559303.6113125067,0,2.6789798178249914E7,
2234,366.3725891113281,25.911333333333335,3309474.885624857,0,0,0,0,0,0,0,0,0,0,0,
2235,449.2886851917614,26.040499999999998,4684229.819062436,0,0,0,0,0,0,0,0,0,0,1.3862863277109386E7,
2236,332.27886106703016,18.46022222222222,4085296.1893749563,0,0,0,0,0,0,0,0,0,2.2015881506054696E7,9295041.813750014,
2237,295.1880822688145,13.654336666666666,5164287.824562547,5.519088390348364E8,0,0,0,0,0,2.1115308150103956E8,0,2.4957814513264814E8,0,5.559511714985232E8,
2238,223.0589599609375,3.0944722222222225,6780213.765187524,3.749412183081253E7,0,0,0,0,0,0,0,9275797.070281236,0,0,
