Feature_ID,012_Caperatic_acid,004_Acetylportentol,011_Bourgeanic_acid,002_2_Hydroxy_4_6_dimethoxyacetophenone,008_12_Desoxypyxinol,007_12_Desoxydiacetylpyxinol
763,,,,,,
765,,,,,,
766,,,,,,
767,M1|m1H|pHCOOH,,,M1|m1H|pHCOOH,,
768,,,,,,
769,,,,,,
771,M1|m1H|pHCOOH,,,,,
772,,,,,,
773,,,,,,
774,M1|m1H|,,,,M1|m1H|,
775,,,,,,
776,,,,,,
778,,,,,,
779,,,,,,
781,,,,,,
782,,,,,,
783,,,,,,
784,M2|m2Hp1Na|pHCOOH,,,,,
786,,,,,,
787,,,,,,
788,,,,,,
790,M1|m2Hp1K|,,,M1|m2Hp1K|,M1|m2Hp1Na|,
791,,,,,,
792,,,,,,
793,,,,,,
795,,,,,,
799,,,,,,
800,M1|m2Hp1K|,,,,,
801,,,,,,
802,M1|m2Hp1Na|pHCOOH,,,,,
803,,,,,,
806,,,,,,
809,,,,,,
811,,,,,,
812,,,,,,
813,,,,,,
814,,,,,,
815,,,,,,
816,,,,,,
817,,,,,,
818,,,,,,
819,,,,,,
820,,,,,,
822,M3|p1Cl|,,,,,
823,,,,,,
824,,,,,,
825,,,,,,
